timestamp,link_id,utilisation,delta_utilisation,queue_proxy
1776783746.242409,0000000000000002:1,0.008617,-0.001243,0.006032
1776783746.242470,0000000000000002:2,0.689602,-0.310398,0.482721
1776783746.248095,0000000000000004:1,0.846454,0.164168,0.641768
1776783746.248144,0000000000000004:2,0.008613,-0.001236,0.006029
1776783746.248164,0000000000000004:3,0.000110,-0.000087,0.000077
1776783746.285964,0000000000000003:1,0.000110,-0.000094,0.000077
1776783746.286015,0000000000000003:2,0.482180,0.469071,0.478247
1776783746.433850,0000000000000001:1,0.011744,-0.001345,0.008221
1776783746.433925,0000000000000001:2,0.696324,-0.284482,0.487427
1776783746.433947,0000000000000001:3,0.497325,0.484577,0.493501
1776783747.251001,0000000000000002:1,0.009712,0.001095,0.007127
1776783747.251077,0000000000000002:2,0.000413,-0.689189,0.000289
1776783747.254582,0000000000000004:1,0.282964,-0.563489,0.198075
1776783747.263819,0000000000000004:2,0.009651,0.001038,0.007067
1776783747.263858,0000000000000004:3,0.000208,0.000098,0.000175
1776783747.305605,0000000000000003:1,0.000194,0.000084,0.000161
1776783747.305656,0000000000000003:2,0.187803,-0.294377,0.131462
1776783747.533919,0000000000000001:1,0.012052,0.000308,0.008529
1776783747.533973,0000000000000001:2,0.000385,-0.695939,0.000269
1776783747.533993,0000000000000001:3,0.166274,-0.331051,0.116392
1776783748.257583,0000000000000002:1,0.008849,-0.000863,0.006194
1776783748.257640,0000000000000002:2,0.000467,0.000054,0.000343
1776783748.266600,0000000000000004:1,0.012032,-0.270932,0.008422
1776783748.266635,0000000000000004:2,0.008889,-0.000762,0.006222
1776783748.266654,0000000000000004:3,0.000238,0.000029,0.000175
1776783748.303851,0000000000000003:1,0.000242,0.000048,0.000184
1776783748.303898,0000000000000003:2,0.011956,-0.175848,0.008369
1776783748.448935,0000000000000001:1,0.013386,0.001334,0.009770
1776783748.448999,0000000000000001:2,0.000507,0.000122,0.000391
1776783748.449018,0000000000000001:3,0.013063,-0.153211,0.009144
1776783749.263915,0000000000000002:1,0.009065,0.000216,0.006410
1776783749.263964,0000000000000002:2,0.000574,0.000107,0.000434
1776783749.265670,0000000000000004:1,0.012538,0.000506,0.008928
1776783749.265697,0000000000000004:2,0.009134,0.000245,0.006468
1776783749.265715,0000000000000004:3,0.000293,0.000055,0.000221
1776783749.307165,0000000000000003:1,0.000301,0.000059,0.000229
1776783749.307198,0000000000000003:2,0.012087,0.000132,0.008501
1776783749.458229,0000000000000001:1,0.012402,-0.000984,0.008681
1776783749.458281,0000000000000001:2,0.000593,0.000086,0.000441
1776783749.458299,0000000000000001:3,0.012038,-0.001025,0.008427
1776783750.264190,0000000000000002:1,0.009486,0.000421,0.006767
1776783750.264236,0000000000000002:2,0.000699,0.000124,0.000526
1776783750.270136,0000000000000004:1,0.013059,0.000521,0.009298
1776783750.270167,0000000000000004:2,0.009433,0.000299,0.006693
1776783750.270184,0000000000000004:3,0.000371,0.000079,0.000284
1776783750.317417,0000000000000003:1,0.000356,0.000054,0.000265
1776783750.317477,0000000000000003:2,0.012523,0.000435,0.008897
1776783750.463109,0000000000000001:1,0.013054,0.000652,0.009333
1776783750.463161,0000000000000001:2,0.000682,0.000090,0.000504
1776783750.463181,0000000000000001:3,0.012626,0.000588,0.009014
1776783751.268581,0000000000000002:1,0.009076,-0.000410,0.006353
1776783751.268638,0000000000000002:2,0.000796,0.000097,0.000587
1776783751.278224,0000000000000004:1,0.012501,-0.000558,0.008751
1776783751.278256,0000000000000004:2,0.009043,-0.000390,0.006330
1776783751.278274,0000000000000004:3,0.000407,0.000035,0.000295
1776783751.320807,0000000000000003:1,0.000388,0.000033,0.000282
1776783751.320839,0000000000000003:2,0.012131,-0.000391,0.008492
1776783751.464546,0000000000000001:1,0.012589,-0.000465,0.008812
1776783751.464592,0000000000000001:2,0.000799,0.000116,0.000594
1776783751.464611,0000000000000001:3,0.012150,-0.000475,0.008505
1776783752.275170,0000000000000004:1,0.013647,0.001146,0.009897
1776783752.275222,0000000000000004:2,0.009730,0.000687,0.007017
1776783752.275241,0000000000000004:3,0.000472,0.000065,0.000350
