timestamp,link_id,utilisation,delta_utilisation,queue_proxy
1776783495.191189,0000000000000003:2,0.006126,0.000304,0.004379
1776783496.187124,0000000000000004:1,0.012566,0.000519,0.008952
1776783496.187177,0000000000000004:2,0.004742,0.000130,0.003359
1776783496.187195,0000000000000004:3,0.004756,0.000160,0.003377
1776783496.188285,0000000000000001:1,0.012407,0.000126,0.008722
1776783496.188309,0000000000000001:2,0.009305,0.000138,0.006555
1776783496.188326,0000000000000001:3,0.006186,0.000016,0.004335
1776783496.197667,0000000000000002:1,0.004631,0.000040,0.003253
1776783496.197696,0000000000000002:2,0.009169,0.000026,0.006426
1776783496.203751,0000000000000003:1,0.004672,0.000106,0.003302
1776783496.203780,0000000000000003:2,0.006114,-0.000012,0.004280
1776783497.191647,0000000000000004:1,0.012519,-0.000047,0.008763
1776783497.191706,0000000000000004:2,0.004723,-0.000019,0.003306
1776783497.191723,0000000000000004:3,0.004773,0.000017,0.003346
1776783497.207952,0000000000000002:1,0.004719,0.000089,0.003330
1776783497.207983,0000000000000002:2,0.009326,0.000157,0.006575
1776783497.209475,0000000000000003:1,0.004764,0.000092,0.003362
1776783497.209501,0000000000000003:2,0.006232,0.000117,0.004398
1776783497.215374,0000000000000001:1,0.012170,-0.000237,0.008519
1776783497.215403,0000000000000001:2,0.009317,0.000012,0.006525
1776783497.215421,0000000000000001:3,0.006111,-0.000075,0.004278
1776783498.202911,0000000000000001:1,0.012507,0.000338,0.008856
1776783498.202949,0000000000000001:2,0.009431,0.000115,0.006636
1776783498.202968,0000000000000001:3,0.006342,0.000231,0.004509
1776783498.203644,0000000000000004:1,0.012059,-0.000460,0.008441
1776783498.215692,0000000000000004:2,0.004525,-0.000198,0.003167
1776783498.215770,0000000000000004:3,0.004498,-0.000275,0.003149
1776783498.237418,0000000000000002:1,0.004416,-0.000303,0.003091
1776783498.237456,0000000000000002:2,0.008962,-0.000363,0.006274
1776783498.242263,0000000000000003:1,0.004395,-0.000369,0.003077
1776783498.242291,0000000000000003:2,0.005964,-0.000267,0.004175
1776783499.208632,0000000000000001:1,0.012620,0.000112,0.008867
1776783499.208691,0000000000000001:2,0.009535,0.000103,0.006705
1776783499.208711,0000000000000001:3,0.006365,0.000023,0.004463
1776783499.214385,0000000000000004:1,0.012588,0.000529,0.008970
1776783499.214414,0000000000000004:2,0.004834,0.000310,0.003477
1776783499.214432,0000000000000004:3,0.004808,0.000309,0.003458
1776783499.235505,0000000000000002:1,0.004797,0.000381,0.003472
1776783499.235539,0000000000000002:2,0.009588,0.000625,0.006899
1776783499.236627,0000000000000003:1,0.004791,0.000396,0.003473
1776783499.236652,0000000000000003:2,0.006447,0.000483,0.004658
1776783500.219658,0000000000000001:1,0.012199,-0.000421,0.008539
1776783500.219724,0000000000000001:2,0.009192,-0.000342,0.006435
1776783500.219744,0000000000000001:3,0.006150,-0.000215,0.004305
1776783500.225284,0000000000000004:1,0.012130,-0.000458,0.008491
1776783500.225317,0000000000000004:2,0.004623,-0.000211,0.003236
1776783500.225335,0000000000000004:3,0.004597,-0.000211,0.003218
1776783500.257802,0000000000000002:1,0.004513,-0.000284,0.003159
1776783500.257852,0000000000000002:2,0.009025,-0.000562,0.006318
1776783500.258413,0000000000000003:1,0.004505,-0.000286,0.003154
1776783500.258435,0000000000000003:2,0.006033,-0.000414,0.004223
1776783501.258754,0000000000000004:1,0.011765,-0.000365,0.008235
1776783501.258813,0000000000000004:2,0.004415,-0.000208,0.003090
1776783501.258831,0000000000000004:3,0.004408,-0.000188,0.003086
1776783501.260278,0000000000000001:1,0.011627,-0.000572,0.008139
1776783501.260303,0000000000000001:2,0.008787,-0.000405,0.006151
1776783501.260335,0000000000000001:3,0.005864,-0.000287,0.004105
1776783501.281699,0000000000000002:1,0.004499,-0.000014,0.003149
1776783501.281730,0000000000000002:2,0.008893,-0.000132,0.006225
1776783501.282290,0000000000000003:1,0.004486,-0.000019,0.003140
1776783501.282312,0000000000000003:2,0.005954,-0.000079,0.004168
1776783502.269660,0000000000000004:1,0.012580,0.000815,0.009051
1776783502.269713,0000000000000004:2,0.004756,0.000341,0.003432
1776783502.269732,0000000000000004:3,0.004739,0.000330,0.003416
1776783502.269956,0000000000000001:1,0.012592,0.000966,0.009104
1776783502.269977,0000000000000001:2,0.009484,0.000697,0.006848
1776783502.269994,0000000000000001:3,0.006354,0.000490,0.004595
1776783502.291640,0000000000000002:1,0.004750,0.000251,0.003400
1776783502.291674,0000000000000002:2,0.009473,0.000580,0.006805
1776783502.292405,0000000000000003:1,0.004707,0.000221,0.003361
1776783502.292427,0000000000000003:2,0.006356,0.000402,0.004569
1776783503.269380,0000000000000001:1,0.012273,-0.000319,0.008591
1776783503.269431,0000000000000001:2,0.009285,-0.000199,0.006500
1776783503.269492,0000000000000001:3,0.006171,-0.000183,0.004319
1776783503.270864,0000000000000004:1,0.012189,-0.000391,0.008532
1776783503.270889,0000000000000004:2,0.004630,-0.000126,0.003241
1776783503.270906,0000000000000004:3,0.004638,-0.000101,0.003247
1776783503.306458,0000000000000002:1,0.004490,-0.000260,0.003143
1776783503.306494,0000000000000002:2,0.009092,-0.000381,0.006364
1776783503.306898,0000000000000003:1,0.004550,-0.000157,0.003185
1776783503.306920,0000000000000003:2,0.005993,-0.000363,0.004195
1776783504.279846,0000000000000001:1,0.013230,0.000956,0.009548
1776783504.279898,0000000000000001:2,0.010015,0.000730,0.007230
1776783504.279917,0000000000000001:3,0.006642,0.000471,0.004791
1776783504.284513,0000000000000004:1,0.013259,0.001070,0.009602
1776783504.284543,0000000000000004:2,0.004965,0.000335,0.003576
1776783504.284561,0000000000000004:3,0.004979,0.000341,0.003587
1776783504.318694,0000000000000003:1,0.004978,0.000428,0.003613
1776783504.318747,0000000000000003:2,0.006615,0.000622,0.004817
1776783504.319056,0000000000000002:1,0.004951,0.000461,0.003604
1776783504.319078,0000000000000002:2,0.009961,0.000870,0.007234
1776783505.302753,0000000000000004:1,0.011532,-0.001727,0.008072
1776783505.302814,0000000000000004:2,0.004333,-0.000633,0.003033
1776783505.302834,0000000000000004:3,0.004342,-0.000636,0.003040
1776783505.303583,0000000000000001:1,0.011470,-0.001760,0.008029
1776783505.303609,0000000000000001:2,0.008652,-0.001364,0.006056
1776783505.303627,0000000000000001:3,0.005777,-0.000865,0.004044
1776783505.325267,0000000000000002:1,0.004445,-0.000506,0.003111
1776783505.325319,0000000000000002:2,0.008782,-0.001179,0.006147
1776783505.325889,0000000000000003:1,0.004413,-0.000564,0.003089
1776783505.325914,0000000000000003:2,0.005885,-0.000730,0.004119
1776783506.304970,0000000000000001:1,0.012683,0.001214,0.009242
1776783506.305048,0000000000000001:2,0.009549,0.000897,0.006953
1776783506.305077,0000000000000001:3,0.006366,0.000589,0.004633
1776783506.310717,0000000000000004:1,0.012529,0.000998,0.009070
1776783506.310772,0000000000000004:2,0.004767,0.000434,0.003467
1776783506.310801,0000000000000004:3,0.004764,0.000421,0.003461
1776783506.398792,0000000000000002:1,0.004410,-0.000035,0.003087
1776783506.398843,0000000000000002:2,0.008870,0.000088,0.006235
1776783506.399220,0000000000000003:1,0.004405,-0.000009,0.003083
1776783506.399240,0000000000000003:2,0.005923,0.000038,0.004157
1776783507.304634,0000000000000001:1,0.012306,-0.000377,0.008614
1776783507.304689,0000000000000001:2,0.009284,-0.000265,0.006499
1776783507.304709,0000000000000001:3,0.006167,-0.000199,0.004317
1776783507.305722,0000000000000004:1,0.012364,-0.000166,0.008655
1776783507.305764,0000000000000004:2,0.004674,-0.000093,0.003272
1776783507.305789,0000000000000004:3,0.004657,-0.000107,0.003260
1776783507.344067,0000000000000003:1,0.004911,0.000507,0.003590
1776783507.344136,0000000000000003:2,0.006505,0.000582,0.004728
1776783507.348364,0000000000000002:1,0.004872,0.000462,0.003549
1776783507.348418,0000000000000002:2,0.009738,0.000868,0.007077
1776783508.318745,0000000000000001:1,0.011870,-0.000436,0.008309
1776783508.318796,0000000000000001:2,0.008959,-0.000325,0.006271
1776783508.318815,0000000000000001:3,0.005959,-0.000207,0.004172
1776783508.319036,0000000000000004:1,0.011933,-0.000431,0.008353
1776783508.319057,0000000000000004:2,0.004453,-0.000220,0.003117
1776783508.319073,0000000000000004:3,0.004503,-0.000154,0.003152
1776783508.341002,0000000000000002:1,0.004580,-0.000293,0.003206
1776783508.341033,0000000000000002:2,0.009194,-0.000544,0.006436
1776783508.341787,0000000000000003:1,0.004580,-0.000331,0.003206
1776783508.341812,0000000000000003:2,0.006067,-0.000438,0.004247
1776783509.319079,0000000000000001:1,0.013480,0.001610,0.009919
1776783509.319128,0000000000000001:2,0.010164,0.001205,0.007476
1776783509.319147,0000000000000001:3,0.006767,0.000808,0.004979
1776783509.323755,0000000000000004:1,0.013439,0.001507,0.009860
1776783509.323785,0000000000000004:2,0.005040,0.000586,0.003704
1776783509.323803,0000000000000004:3,0.005043,0.000540,0.003692
1776783509.349364,0000000000000002:1,0.004985,0.000405,0.003611
1776783509.349396,0000000000000002:2,0.010023,0.000829,0.007265
1776783509.349705,0000000000000003:1,0.004997,0.000417,0.003623
1776783509.349729,0000000000000003:2,0.006672,0.000605,0.004852
1776783510.329796,0000000000000004:1,0.012500,-0.000939,0.008750
1776783510.329858,0000000000000004:2,0.004746,-0.000294,0.003322
1776783510.329877,0000000000000004:3,0.004719,-0.000324,0.003303
1776783510.329901,0000000000000001:1,0.012512,-0.000969,0.008758
1776783510.329918,0000000000000001:2,0.009441,-0.000723,0.006608
1776783510.329933,0000000000000001:3,0.006294,-0.000473,0.004406
1776783510.358777,0000000000000002:1,0.004727,-0.000258,0.003309
1776783510.358812,0000000000000002:2,0.009407,-0.000616,0.006585
1776783510.362230,0000000000000003:1,0.004709,-0.000288,0.003296
1776783510.362259,0000000000000003:2,0.006256,-0.000415,0.004379
1776783511.335182,0000000000000001:1,0.013206,0.000695,0.009453
1776783511.335235,0000000000000001:2,0.141183,0.131742,0.138351
1776783511.335254,0000000000000001:3,0.006591,0.000297,0.004703
1776783511.336264,0000000000000004:1,0.099587,0.087087,0.095837
1776783511.336290,0000000000000004:2,0.004972,0.000227,0.003549
1776783511.336306,0000000000000004:3,0.004961,0.000242,0.003545
1776783511.362387,0000000000000002:1,0.004993,0.000266,0.003575
1776783511.362420,0000000000000002:2,0.141205,0.131799,0.138383
1776783511.363328,0000000000000003:1,0.004991,0.000282,0.003578
1776783511.363352,0000000000000003:2,0.006628,0.000371,0.004751
1776783512.345858,0000000000000001:1,0.012429,-0.000777,0.008700
1776783512.345910,0000000000000001:2,0.214397,0.073214,0.172042
1776783512.345929,0000000000000001:3,0.006223,-0.000367,0.004356
1776783512.347258,0000000000000004:1,0.149134,0.049547,0.119258
1776783512.347283,0000000000000004:2,0.004679,-0.000293,0.003276
1776783512.347300,0000000000000004:3,0.004726,-0.000235,0.003308
1776783512.371858,0000000000000003:1,0.004674,-0.000317,0.003272
1776783512.371892,0000000000000003:2,0.006281,-0.000347,0.004397
1776783512.372214,0000000000000002:1,0.004701,-0.000292,0.003291
1776783512.372236,0000000000000002:2,0.214499,0.073293,0.172137
1776783513.353696,0000000000000001:1,0.012255,-0.000174,0.008579
1776783513.353752,0000000000000001:2,0.214766,0.000369,0.150447
1776783513.353772,0000000000000001:3,0.006148,-0.000076,0.004303
1776783513.354805,0000000000000004:1,0.149311,0.000177,0.104571
1776783513.354834,0000000000000004:2,0.004599,-0.000081,0.003219
1776783513.354852,0000000000000004:3,0.004609,-0.000117,0.003226
1776783513.386555,0000000000000002:1,0.004522,-0.000180,0.003165
1776783513.386612,0000000000000002:2,0.213135,-0.001364,0.149194
1776783513.387361,0000000000000003:1,0.004563,-0.000112,0.003194
1776783513.387384,0000000000000003:2,0.006022,-0.000259,0.004215
1776783514.371052,0000000000000001:1,0.012704,0.000449,0.009028
1776783514.371124,0000000000000001:2,0.213678,-0.001087,0.149575
1776783514.371144,0000000000000001:3,0.006354,0.000207,0.004510
1776783514.371808,0000000000000004:1,0.148825,-0.000486,0.104178
1776783514.371835,0000000000000004:2,0.004777,0.000179,0.003398
1776783514.371853,0000000000000004:3,0.004810,0.000202,0.003428
1776783514.393821,0000000000000002:1,0.004827,0.000305,0.003470
1776783514.393872,0000000000000002:2,0.215870,0.002736,0.151930
1776783514.397656,0000000000000003:1,0.004849,0.000286,0.003480
1776783514.397686,0000000000000003:2,0.006412,0.000390,0.004605
1776783515.376155,0000000000000001:1,0.012240,-0.000465,0.008568
1776783515.376212,0000000000000001:2,0.215341,0.001662,0.151237
1776783515.376231,0000000000000001:3,0.006156,-0.000199,0.004309
1776783515.379840,0000000000000004:1,0.149375,0.000549,0.104727
1776783515.379879,0000000000000004:2,0.004596,-0.000181,0.003218
1776783515.379897,0000000000000004:3,0.004583,-0.000227,0.003208
1776783515.398787,0000000000000002:1,0.004587,-0.000240,0.003211
1776783515.398866,0000000000000002:2,0.215612,-0.000258,0.150928
1776783515.402491,0000000000000003:1,0.004614,-0.000234,0.003230
1776783515.402524,0000000000000003:2,0.006121,-0.000291,0.004285
1776783516.381934,0000000000000004:1,0.150886,0.001511,0.106074
1776783516.381988,0000000000000004:2,0.004982,0.000386,0.003604
